municipality,neighbourhood,origin,inhabitants
Amsterdam,Tuindorp Buiksloot,Griekenland,4
Amsterdam,Tuindorp Buiksloot,Guyana,2
Amsterdam,Tuindorp Buiksloot,Hongarije,3
Amsterdam,Tuindorp Buiksloot,Hongkong,3
Amsterdam,Tuindorp Buiksloot,Ierland,1
Amsterdam,Tuindorp Buiksloot,India,9
Amsterdam,Tuindorp Buiksloot,Indonesië,23
Amsterdam,Tuindorp Buiksloot,Irak,2
Amsterdam,Tuindorp Buiksloot,Iran,4
Amsterdam,Tuindorp Buiksloot,Israël,4
Amsterdam,Tuindorp Buiksloot,Italië,14
Amsterdam,Tuindorp Buiksloot,Ivoorkust,1
Amsterdam,Tuindorp Buiksloot,Japan,2
Amsterdam,Tuindorp Buiksloot,Kameroen,5
Amsterdam,Tuindorp Buiksloot,Libanon,5
Amsterdam,Tuindorp Buiksloot,Liberia,5
Amsterdam,Tuindorp Buiksloot,Maleisië,2
Amsterdam,Tuindorp Buiksloot,Marokko,93
Amsterdam,Tuindorp Buiksloot,Ned. Antillen + Aruba,13
Amsterdam,Tuindorp Buiksloot,Nederland,1307
Amsterdam,Tuindorp Buiksloot,Nepal,1
Amsterdam,Tuindorp Buiksloot,Nigeria,2
Amsterdam,Tuindorp Buiksloot,Noorwegen,1
Amsterdam,Tuindorp Buiksloot,Oostenrijk,1
Amsterdam,Tuindorp Buiksloot,Pakistan,1
Amsterdam,Tuindorp Buiksloot,Polen,12
Amsterdam,Tuindorp Buiksloot,Portugal,8
Amsterdam,Tuindorp Buiksloot,Roemenië,3
Amsterdam,Tuindorp Buiksloot,Senegal,3
Amsterdam,Tuindorp Buiksloot,Soedan,1
Amsterdam,Tuindorp Buiksloot,Somalië,2
Amsterdam,Tuindorp Buiksloot,Spanje,12
Amsterdam,Tuindorp Buiksloot,Sri Lanka,3
Amsterdam,Tuindorp Buiksloot,Suriname,93
Amsterdam,Tuindorp Buiksloot,Syrië,10
Amsterdam,Tuindorp Buiksloot,Taiwan,1
Amsterdam,Tuindorp Buiksloot,Thailand,7
Amsterdam,Tuindorp Buiksloot,Tunesië,3
Amsterdam,Tuindorp Buiksloot,Turkije,33
Amsterdam,Tuindorp Buiksloot,Venezuela,2
Amsterdam,Tuindorp Buiksloot,Ver. Arabische Emiraten,1
Amsterdam,Tuindorp Buiksloot,Ver. Staten v. Amerika,7
Amsterdam,Tuindorp Buiksloot,Verenigd Koninkrijk,16
Amsterdam,Tuindorp Buiksloot,Vietnam,3
Amsterdam,Tuindorp Buiksloot,Voorm. Tsjecho-Slowakije,1
Amsterdam,Tuindorp Buiksloot,Voormalig Joegoslavië,11
Amsterdam,Tuindorp Buiksloot,Voormalig Sovjet-Unie,24
Amsterdam,Tuindorp Buiksloot,Zwitserland,5
Amsterdam,Tuindorp Nieuwendam,Afghanistan,2
Amsterdam,Tuindorp Nieuwendam,Algerije,2
Amsterdam,Tuindorp Nieuwendam,Angola,2
Amsterdam,Tuindorp Nieuwendam,Argentinië,1
Amsterdam,Tuindorp Nieuwendam,Australië,1
Amsterdam,Tuindorp Nieuwendam,Bahama's,2
Amsterdam,Tuindorp Nieuwendam,Bangladesh,2
Amsterdam,Tuindorp Nieuwendam,België,33
Amsterdam,Tuindorp Nieuwendam,Brazilië,15
Amsterdam,Tuindorp Nieuwendam,Bulgarije,4
Amsterdam,Tuindorp Nieuwendam,Canada,4
Amsterdam,Tuindorp Nieuwendam,China,1
Amsterdam,Tuindorp Nieuwendam,Colombia,4
Amsterdam,Tuindorp Nieuwendam,Congo (DR),1
Amsterdam,Tuindorp Nieuwendam,Cuba,3
Amsterdam,Tuindorp Nieuwendam,Cyprus,2
Amsterdam,Tuindorp Nieuwendam,Denemarken,3
Amsterdam,Tuindorp Nieuwendam,Dominicaanse Republiek,3
Amsterdam,Tuindorp Nieuwendam,Duitsland,72
Amsterdam,Tuindorp Nieuwendam,Ecuador,5
Amsterdam,Tuindorp Nieuwendam,Egypte,15
Amsterdam,Tuindorp Nieuwendam,Eritrea,4
Amsterdam,Tuindorp Nieuwendam,Ethiopië,6
Amsterdam,Tuindorp Nieuwendam,Filippijnen,15
Amsterdam,Tuindorp Nieuwendam,Finland,2
Amsterdam,Tuindorp Nieuwendam,Frankrijk,17
Amsterdam,Tuindorp Nieuwendam,Frans Guyana,2
Amsterdam,Tuindorp Nieuwendam,Ghana,18
Amsterdam,Tuindorp Nieuwendam,Griekenland,3
Amsterdam,Tuindorp Nieuwendam,Hongarije,14
Amsterdam,Tuindorp Nieuwendam,Hongkong,2
Amsterdam,Tuindorp Nieuwendam,Ierland,6
Amsterdam,Tuindorp Nieuwendam,India,3
Amsterdam,Tuindorp Nieuwendam,Indonesië,80
Amsterdam,Tuindorp Nieuwendam,Irak,6
Amsterdam,Tuindorp Nieuwendam,Iran,9
Amsterdam,Tuindorp Nieuwendam,Israël,8
Amsterdam,Tuindorp Nieuwendam,Italië,26
Amsterdam,Tuindorp Nieuwendam,Ivoorkust,1
Amsterdam,Tuindorp Nieuwendam,Jamaica,1
Amsterdam,Tuindorp Nieuwendam,Japan,1
Amsterdam,Tuindorp Nieuwendam,Kaapverdië,1
Amsterdam,Tuindorp Nieuwendam,Kenia,8
Amsterdam,Tuindorp Nieuwendam,Libanon,1
Amsterdam,Tuindorp Nieuwendam,Marokko,91
Amsterdam,Tuindorp Nieuwendam,Mexico,2
Amsterdam,Tuindorp Nieuwendam,Mozambique,1
Amsterdam,Tuindorp Nieuwendam,Myanmar,2
Amsterdam,Tuindorp Nieuwendam,Ned. Antillen + Aruba,26
Amsterdam,Tuindorp Nieuwendam,Nederland,2651
Amsterdam,Tuindorp Nieuwendam,Nepal,1
Amsterdam,Tuindorp Nieuwendam,Nieuw-Zeeland,2
Amsterdam,Tuindorp Nieuwendam,Nigeria,3
Amsterdam,Tuindorp Nieuwendam,Oostenrijk,6
Amsterdam,Tuindorp Nieuwendam,Pakistan,3
Amsterdam,Tuindorp Nieuwendam,Papoea-Nieuw-Guinea,1
Amsterdam,Tuindorp Nieuwendam,Paraguay,1
Amsterdam,Tuindorp Nieuwendam,Polen,8
Amsterdam,Tuindorp Nieuwendam,Portugal,3
Amsterdam,Tuindorp Nieuwendam,Roemenië,6
Amsterdam,Tuindorp Nieuwendam,Saoedi-Arabië,3
Amsterdam,Tuindorp Nieuwendam,Senegal,4
Amsterdam,Tuindorp Nieuwendam,Sierra Leone,2
Amsterdam,Tuindorp Nieuwendam,Singapore,1
Amsterdam,Tuindorp Nieuwendam,Soedan,1
Amsterdam,Tuindorp Nieuwendam,Somalië,10
Amsterdam,Tuindorp Nieuwendam,Spanje,16
Amsterdam,Tuindorp Nieuwendam,Sri Lanka,2
Amsterdam,Tuindorp Nieuwendam,Suriname,125
Amsterdam,Tuindorp Nieuwendam,Syrië,23
Amsterdam,Tuindorp Nieuwendam,Thailand,5
Amsterdam,Tuindorp Nieuwendam,Togo,1
Amsterdam,Tuindorp Nieuwendam,Tunesië,1
Amsterdam,Tuindorp Nieuwendam,Turkije,30
Amsterdam,Tuindorp Nieuwendam,Uganda,1
Amsterdam,Tuindorp Nieuwendam,Uruguay,2
Amsterdam,Tuindorp Nieuwendam,Venezuela,3
Amsterdam,Tuindorp Nieuwendam,Ver. Staten v. Amerika,12
Amsterdam,Tuindorp Nieuwendam,Verenigd Koninkrijk,24
Amsterdam,Tuindorp Nieuwendam,Vietnam,4
Amsterdam,Tuindorp Nieuwendam,Voorm. Tsjecho-Slowakije,5
Amsterdam,Tuindorp Nieuwendam,Voormalig Joegoslavië,22
Amsterdam,Tuindorp Nieuwendam,Voormalig Sovjet-Unie,10
Amsterdam,Tuindorp Nieuwendam,Zimbabwe,2
Amsterdam,Tuindorp Nieuwendam,Zuid-Afrika,3
Amsterdam,Tuindorp Nieuwendam,Zuid-Korea,1
Amsterdam,Tuindorp Nieuwendam,Zweden,3
Amsterdam,Tuindorp Nieuwendam,Zwitserland,1
Amsterdam,Tuindorp Oostzaan,Afghanistan,46
Amsterdam,Tuindorp Oostzaan,Albanië,6
Amsterdam,Tuindorp Oostzaan,Algerije,7
Amsterdam,Tuindorp Oostzaan,Angola,3
Amsterdam,Tuindorp Oostzaan,Argentinië,4
Amsterdam,Tuindorp Oostzaan,Australië,18
Amsterdam,Tuindorp Oostzaan,België,61
Amsterdam,Tuindorp Oostzaan,Brazilië,35
Amsterdam,Tuindorp Oostzaan,Bulgarije,27
Amsterdam,Tuindorp Oostzaan,Burkina Faso,3
Amsterdam,Tuindorp Oostzaan,Canada,8
Amsterdam,Tuindorp Oostzaan,Chili,8
Amsterdam,Tuindorp Oostzaan,China,67
Amsterdam,Tuindorp Oostzaan,Colombia,25
Amsterdam,Tuindorp Oostzaan,Comoren,1
Amsterdam,Tuindorp Oostzaan,Congo,1
Amsterdam,Tuindorp Oostzaan,Congo (DR),1
Amsterdam,Tuindorp Oostzaan,Cuba,2
Amsterdam,Tuindorp Oostzaan,Denemarken,4
Amsterdam,Tuindorp Oostzaan,Djibouti,1
Amsterdam,Tuindorp Oostzaan,Dominicaanse Republiek,27
Amsterdam,Tuindorp Oostzaan,Duitsland,178
Amsterdam,Tuindorp Oostzaan,Ecuador,14
Amsterdam,Tuindorp Oostzaan,Egypte,150
Amsterdam,Tuindorp Oostzaan,El Salvador,1
Amsterdam,Tuindorp Oostzaan,Eritrea,9
Amsterdam,Tuindorp Oostzaan,Ethiopië,20
Amsterdam,Tuindorp Oostzaan,Filippijnen,36
Amsterdam,Tuindorp Oostzaan,Finland,4
Amsterdam,Tuindorp Oostzaan,Frankrijk,53
Amsterdam,Tuindorp Oostzaan,Ghana,64
Amsterdam,Tuindorp Oostzaan,Griekenland,12
Amsterdam,Tuindorp Oostzaan,Guinee,4
Amsterdam,Tuindorp Oostzaan,Guyana,14
Amsterdam,Tuindorp Oostzaan,Haïti,6
Amsterdam,Tuindorp Oostzaan,Honduras,2
Amsterdam,Tuindorp Oostzaan,Hongarije,17
Amsterdam,Tuindorp Oostzaan,Hongkong,54
Amsterdam,Tuindorp Oostzaan,Ierland,19
Amsterdam,Tuindorp Oostzaan,India,26
Amsterdam,Tuindorp Oostzaan,Indonesië,184
Amsterdam,Tuindorp Oostzaan,Irak,75
Amsterdam,Tuindorp Oostzaan,Iran,52
Amsterdam,Tuindorp Oostzaan,Israël,17
Amsterdam,Tuindorp Oostzaan,Italië,83
Amsterdam,Tuindorp Oostzaan,Ivoorkust,5
Amsterdam,Tuindorp Oostzaan,Japan,1
Amsterdam,Tuindorp Oostzaan,Jemen,1
Amsterdam,Tuindorp Oostzaan,Jordanië,2
Amsterdam,Tuindorp Oostzaan,Kaapverdië,2
Amsterdam,Tuindorp Oostzaan,Kameroen,2
Amsterdam,Tuindorp Oostzaan,Kenia,3
Amsterdam,Tuindorp Oostzaan,Libanon,1
Amsterdam,Tuindorp Oostzaan,Liberia,1
Amsterdam,Tuindorp Oostzaan,Luxemburg,2
Amsterdam,Tuindorp Oostzaan,Malawi,3
Amsterdam,Tuindorp Oostzaan,Maleisië,7
Amsterdam,Tuindorp Oostzaan,Marokko,804
Amsterdam,Tuindorp Oostzaan,Mayotte,4
Amsterdam,Tuindorp Oostzaan,Mexico,7
Amsterdam,Tuindorp Oostzaan,Mozambique,3
Amsterdam,Tuindorp Oostzaan,Myanmar,9
Amsterdam,Tuindorp Oostzaan,Ned. Antillen + Aruba,112
Amsterdam,Tuindorp Oostzaan,Nederland,7248
Amsterdam,Tuindorp Oostzaan,Nieuw-Zeeland,7
Amsterdam,Tuindorp Oostzaan,Nigeria,17
Amsterdam,Tuindorp Oostzaan,Noorwegen,1
Amsterdam,Tuindorp Oostzaan,Oostenrijk,7
Amsterdam,Tuindorp Oostzaan,Pakistan,31
Amsterdam,Tuindorp Oostzaan,Peru,10
Amsterdam,Tuindorp Oostzaan,Polen,89
Amsterdam,Tuindorp Oostzaan,Portugal,27
Amsterdam,Tuindorp Oostzaan,Roemenië,26
Amsterdam,Tuindorp Oostzaan,Senegal,6
Amsterdam,Tuindorp Oostzaan,Sierra Leone,3
Amsterdam,Tuindorp Oostzaan,Singapore,4
Amsterdam,Tuindorp Oostzaan,Soedan,6
Amsterdam,Tuindorp Oostzaan,Somalië,16
Amsterdam,Tuindorp Oostzaan,Spanje,68
Amsterdam,Tuindorp Oostzaan,Sri Lanka,8
Amsterdam,Tuindorp Oostzaan,Suriname,702
Amsterdam,Tuindorp Oostzaan,Syrië,66
Amsterdam,Tuindorp Oostzaan,Taiwan,3
Amsterdam,Tuindorp Oostzaan,Thailand,37
Amsterdam,Tuindorp Oostzaan,Trinidad en Tobago,1
Amsterdam,Tuindorp Oostzaan,Tunesië,11
Amsterdam,Tuindorp Oostzaan,Turkije,365
Amsterdam,Tuindorp Oostzaan,Uganda,1
Amsterdam,Tuindorp Oostzaan,Uruguay,2
Amsterdam,Tuindorp Oostzaan,Venezuela,6
Amsterdam,Tuindorp Oostzaan,Ver. Arabische Emiraten,2
Amsterdam,Tuindorp Oostzaan,Ver. Staten v. Amerika,40
Amsterdam,Tuindorp Oostzaan,Verenigd Koninkrijk,83
Amsterdam,Tuindorp Oostzaan,Vietnam,5
Amsterdam,Tuindorp Oostzaan,Voorm. Tsjecho-Slowakije,27
Amsterdam,Tuindorp Oostzaan,Voormalig Joegoslavië,79
Amsterdam,Tuindorp Oostzaan,Voormalig Sovjet-Unie,58
Amsterdam,Tuindorp Oostzaan,Zambia,1
Amsterdam,Tuindorp Oostzaan,Zimbabwe,4
Amsterdam,Tuindorp Oostzaan,Zuid-Afrika,13
Amsterdam,Tuindorp Oostzaan,Zuid-Korea,8
Amsterdam,Tuindorp Oostzaan,Zweden,6
Amsterdam,Tuindorp Oostzaan,Zwitserland,15
Amsterdam,Van Galenbuurt,Afghanistan,14
Amsterdam,Van Galenbuurt,Albanië,8
Amsterdam,Van Galenbuurt,Algerije,9
Amsterdam,Van Galenbuurt,Angola,6
Amsterdam,Van Galenbuurt,Argentinië,5
Amsterdam,Van Galenbuurt,Australië,18
Amsterdam,Van Galenbuurt,Bahama's,1
Amsterdam,Van Galenbuurt,Bangladesh,6
Amsterdam,Van Galenbuurt,België,51
Amsterdam,Van Galenbuurt,Benin,1
Amsterdam,Van Galenbuurt,Bhutan,2
Amsterdam,Van Galenbuurt,Bolivia,1
Amsterdam,Van Galenbuurt,Brazilië,39
Amsterdam,Van Galenbuurt,Bulgarije,21
Amsterdam,Van Galenbuurt,Burkina Faso,1
Amsterdam,Van Galenbuurt,Burundi,3
Amsterdam,Van Galenbuurt,Canada,9
Amsterdam,Van Galenbuurt,Caribisch Nederland,1
Amsterdam,Van Galenbuurt,Centraal-Afrikaanse Rep.,2
Amsterdam,Van Galenbuurt,Chili,7
Amsterdam,Van Galenbuurt,China,31
Amsterdam,Van Galenbuurt,Colombia,31
Amsterdam,Van Galenbuurt,Congo,1
Amsterdam,Van Galenbuurt,Congo (DR),8
Amsterdam,Van Galenbuurt,Costa Rica,1
Amsterdam,Van Galenbuurt,Cuba,3
Amsterdam,Van Galenbuurt,Denemarken,12
Amsterdam,Van Galenbuurt,Dominicaanse Republiek,54
Amsterdam,Van Galenbuurt,Duitsland,102
Amsterdam,Van Galenbuurt,Ecuador,10
Amsterdam,Van Galenbuurt,Egypte,99
Amsterdam,Van Galenbuurt,Eritrea,12
Amsterdam,Van Galenbuurt,Ethiopië,28
Amsterdam,Van Galenbuurt,Filippijnen,22
Amsterdam,Van Galenbuurt,Finland,2
Amsterdam,Van Galenbuurt,Frankrijk,59
Amsterdam,Van Galenbuurt,Frans Guyana,2
Amsterdam,Van Galenbuurt,Gambia,1
Amsterdam,Van Galenbuurt,Ghana,79
Amsterdam,Van Galenbuurt,Griekenland,19
Amsterdam,Van Galenbuurt,Guatemala,2
Amsterdam,Van Galenbuurt,Guinee,3
Amsterdam,Van Galenbuurt,Guyana,3
Amsterdam,Van Galenbuurt,Haïti,3
Amsterdam,Van Galenbuurt,Hongarije,10
Amsterdam,Van Galenbuurt,Hongkong,13
Amsterdam,Van Galenbuurt,Ierland,5
Amsterdam,Van Galenbuurt,IJsland,2
Amsterdam,Van Galenbuurt,India,25
Amsterdam,Van Galenbuurt,Indonesië,166
Amsterdam,Van Galenbuurt,Irak,44
Amsterdam,Van Galenbuurt,Iran,41
Amsterdam,Van Galenbuurt,Israël,10
Amsterdam,Van Galenbuurt,Italië,88
Amsterdam,Van Galenbuurt,Ivoorkust,3
Amsterdam,Van Galenbuurt,Jamaica,1
Amsterdam,Van Galenbuurt,Japan,6
Amsterdam,Van Galenbuurt,Jemen,2
Amsterdam,Van Galenbuurt,Kaapverdië,14
Amsterdam,Van Galenbuurt,Kameroen,5
Amsterdam,Van Galenbuurt,Kanaaleilanden,4
Amsterdam,Van Galenbuurt,Kenia,1
Amsterdam,Van Galenbuurt,Koeweit,3
Amsterdam,Van Galenbuurt,Libanon,2
Amsterdam,Van Galenbuurt,Liberia,2
Amsterdam,Van Galenbuurt,Libië,4
Amsterdam,Van Galenbuurt,Luxemburg,5
Amsterdam,Van Galenbuurt,Maleisië,4
Amsterdam,Van Galenbuurt,Mali,2
Amsterdam,Van Galenbuurt,Malta,1
Amsterdam,Van Galenbuurt,Marokko,995
Amsterdam,Van Galenbuurt,Martinique,1
Amsterdam,Van Galenbuurt,Mauritanië,1
Amsterdam,Van Galenbuurt,Mauritius,1
Amsterdam,Van Galenbuurt,Mexico,4
Amsterdam,Van Galenbuurt,Mozambique,2
Amsterdam,Van Galenbuurt,Myanmar,8
Amsterdam,Van Galenbuurt,Namibië,1
Amsterdam,Van Galenbuurt,Ned. Antillen + Aruba,161
Amsterdam,Van Galenbuurt,Nederland,2710
Amsterdam,Van Galenbuurt,Nepal,10
Amsterdam,Van Galenbuurt,Nieuw-Zeeland,2
Amsterdam,Van Galenbuurt,Niger,1
Amsterdam,Van Galenbuurt,Nigeria,32
Amsterdam,Van Galenbuurt,Noorwegen,5
Amsterdam,Van Galenbuurt,Oostenrijk,6
Amsterdam,Van Galenbuurt,Pakistan,35
Amsterdam,Van Galenbuurt,Papoea-Nieuw-Guinea,2
Amsterdam,Van Galenbuurt,Paraguay,1
Amsterdam,Van Galenbuurt,Peru,10
Amsterdam,Van Galenbuurt,Polen,42
Amsterdam,Van Galenbuurt,Portugal,35
Amsterdam,Van Galenbuurt,Roemenië,24
Amsterdam,Van Galenbuurt,Rwanda,2
Amsterdam,Van Galenbuurt,Saoedi-Arabië,1
Amsterdam,Van Galenbuurt,Senegal,5
Amsterdam,Van Galenbuurt,Sierra Leone,11
Amsterdam,Van Galenbuurt,Singapore,5
Amsterdam,Van Galenbuurt,Sint Maarten,2
Amsterdam,Van Galenbuurt,Soedan,16
Amsterdam,Van Galenbuurt,Somalië,32
Amsterdam,Van Galenbuurt,Spanje,66
Amsterdam,Van Galenbuurt,Sri Lanka,12
Amsterdam,Van Galenbuurt,Suriname,672
Amsterdam,Van Galenbuurt,Syrië,18
Amsterdam,Van Galenbuurt,Taiwan,1
Amsterdam,Van Galenbuurt,Thailand,12
Amsterdam,Van Galenbuurt,Togo,2
Amsterdam,Van Galenbuurt,Tunesië,29
Amsterdam,Van Galenbuurt,Turkije,564
Amsterdam,Van Galenbuurt,Uganda,6
Amsterdam,Van Galenbuurt,Uruguay,1
Amsterdam,Van Galenbuurt,Venezuela,7
Amsterdam,Van Galenbuurt,Ver. Staten v. Amerika,37
Amsterdam,Van Galenbuurt,Verenigd Koninkrijk,91
Amsterdam,Van Galenbuurt,Vietnam,9
Amsterdam,Van Galenbuurt,Voorm. Tsjecho-Slowakije,20
Amsterdam,Van Galenbuurt,Voormalig Joegoslavië,62
Amsterdam,Van Galenbuurt,Voormalig Sovjet-Unie,67
Amsterdam,Van Galenbuurt,Zimbabwe,3
Amsterdam,Van Galenbuurt,Zuid-Afrika,18
Amsterdam,Van Galenbuurt,Zuid-Korea,5
Amsterdam,Van Galenbuurt,Zweden,4
Amsterdam,Van Galenbuurt,Zwitserland,14
Amsterdam,Van Lennepbuurt,Afghanistan,10
Amsterdam,Van Lennepbuurt,Albanië,4
Amsterdam,Van Lennepbuurt,Algerije,14
Amsterdam,Van Lennepbuurt,Angola,3
Amsterdam,Van Lennepbuurt,Argentinië,13
Amsterdam,Van Lennepbuurt,Australië,28
Amsterdam,Van Lennepbuurt,Bangladesh,4
Amsterdam,Van Lennepbuurt,België,65
Amsterdam,Van Lennepbuurt,Benin,1
Amsterdam,Van Lennepbuurt,Bolivia,1
Amsterdam,Van Lennepbuurt,Brazilië,36
Amsterdam,Van Lennepbuurt,Bulgarije,13
Amsterdam,Van Lennepbuurt,Canada,23
Amsterdam,Van Lennepbuurt,Chili,7
Amsterdam,Van Lennepbuurt,China,49
Amsterdam,Van Lennepbuurt,Colombia,24
Amsterdam,Van Lennepbuurt,Congo (DR),2
Amsterdam,Van Lennepbuurt,Costa Rica,1
Amsterdam,Van Lennepbuurt,Cuba,4
Amsterdam,Van Lennepbuurt,Cyprus,1
Amsterdam,Van Lennepbuurt,Denemarken,5
Amsterdam,Van Lennepbuurt,Dominicaanse Republiek,5
Amsterdam,Van Lennepbuurt,Duitsland,167
Amsterdam,Van Lennepbuurt,Ecuador,1
Amsterdam,Van Lennepbuurt,Egypte,119
Amsterdam,Van Lennepbuurt,Eritrea,6
Amsterdam,Van Lennepbuurt,Ethiopië,22
Amsterdam,Van Lennepbuurt,Filippijnen,20
Amsterdam,Van Lennepbuurt,Finland,8
Amsterdam,Van Lennepbuurt,Frankrijk,88
Amsterdam,Van Lennepbuurt,Ghana,13
Amsterdam,Van Lennepbuurt,Griekenland,23
Amsterdam,Van Lennepbuurt,Guadeloupe,2
Amsterdam,Van Lennepbuurt,Guatemala,1
Amsterdam,Van Lennepbuurt,Guinee,6
Amsterdam,Van Lennepbuurt,Guyana,6
Amsterdam,Van Lennepbuurt,Haïti,1
Amsterdam,Van Lennepbuurt,Hongarije,23
Amsterdam,Van Lennepbuurt,Hongkong,22
Amsterdam,Van Lennepbuurt,Ierland,15
Amsterdam,Van Lennepbuurt,India,34
Amsterdam,Van Lennepbuurt,Indonesië,225
Amsterdam,Van Lennepbuurt,Irak,26
Amsterdam,Van Lennepbuurt,Iran,31
Amsterdam,Van Lennepbuurt,Israël,32
Amsterdam,Van Lennepbuurt,Italië,106
Amsterdam,Van Lennepbuurt,Ivoorkust,2
Amsterdam,Van Lennepbuurt,Jamaica,1
Amsterdam,Van Lennepbuurt,Japan,5
Amsterdam,Van Lennepbuurt,Jemen,2
Amsterdam,Van Lennepbuurt,Jordanië,1
Amsterdam,Van Lennepbuurt,Kaapverdië,1
Amsterdam,Van Lennepbuurt,Kameroen,1
Amsterdam,Van Lennepbuurt,Kenia,1
Amsterdam,Van Lennepbuurt,Libanon,3
Amsterdam,Van Lennepbuurt,Libië,2
Amsterdam,Van Lennepbuurt,Luxemburg,1
Amsterdam,Van Lennepbuurt,Maleisië,4
Amsterdam,Van Lennepbuurt,Man,2
Amsterdam,Van Lennepbuurt,Marokko,612
Amsterdam,Van Lennepbuurt,Mexico,13
Amsterdam,Van Lennepbuurt,Monaco,1
Amsterdam,Van Lennepbuurt,Mozambique,1
Amsterdam,Van Lennepbuurt,Myanmar,2
Amsterdam,Van Lennepbuurt,Ned. Antillen + Aruba,61
Amsterdam,Van Lennepbuurt,Nederland,3426
Amsterdam,Van Lennepbuurt,Nepal,1
Amsterdam,Van Lennepbuurt,Nieuw-Zeeland,17
Amsterdam,Van Lennepbuurt,Niger,1
Amsterdam,Van Lennepbuurt,Nigeria,4
Amsterdam,Van Lennepbuurt,Noorwegen,4
Amsterdam,Van Lennepbuurt,Oman,3
Amsterdam,Van Lennepbuurt,Oostenrijk,19
Amsterdam,Van Lennepbuurt,Pakistan,65
Amsterdam,Van Lennepbuurt,Paraguay,1
Amsterdam,Van Lennepbuurt,Peru,3
Amsterdam,Van Lennepbuurt,Polen,51
Amsterdam,Van Lennepbuurt,Portugal,41
Amsterdam,Van Lennepbuurt,Roemenië,21
Amsterdam,Van Lennepbuurt,Saoedi-Arabië,2
Amsterdam,Van Lennepbuurt,Senegal,3
Amsterdam,Van Lennepbuurt,Sierra Leone,1
Amsterdam,Van Lennepbuurt,Singapore,9
Amsterdam,Van Lennepbuurt,Sint Lucia,1
Amsterdam,Van Lennepbuurt,Soedan,15
Amsterdam,Van Lennepbuurt,Somalië,11
Amsterdam,Van Lennepbuurt,Spanje,82
Amsterdam,Van Lennepbuurt,Sri Lanka,6
Amsterdam,Van Lennepbuurt,Suriname,404
Amsterdam,Van Lennepbuurt,Syrië,8
Amsterdam,Van Lennepbuurt,Taiwan,4
Amsterdam,Van Lennepbuurt,Tanzania,4
Amsterdam,Van Lennepbuurt,Thailand,21
Amsterdam,Van Lennepbuurt,Togo,1
Amsterdam,Van Lennepbuurt,Tunesië,8
Amsterdam,Van Lennepbuurt,Turkije,230
Amsterdam,Van Lennepbuurt,Uganda,3
Amsterdam,Van Lennepbuurt,Uruguay,2
Amsterdam,Van Lennepbuurt,Venezuela,17
Amsterdam,Van Lennepbuurt,Ver. Staten v. Amerika,91
Amsterdam,Van Lennepbuurt,Verenigd Koninkrijk,141
Amsterdam,Van Lennepbuurt,Vietnam,3
Amsterdam,Van Lennepbuurt,Voorm. Tsjecho-Slowakije,11
Amsterdam,Van Lennepbuurt,Voormalig Joegoslavië,73
Amsterdam,Van Lennepbuurt,Voormalig Sovjet-Unie,91
Amsterdam,Van Lennepbuurt,Zambia,1
Amsterdam,Van Lennepbuurt,Zimbabwe,1
Amsterdam,Van Lennepbuurt,Zuid-Afrika,32
Amsterdam,Van Lennepbuurt,Zuid-Korea,5
Amsterdam,Van Lennepbuurt,Zweden,17
Amsterdam,Van Lennepbuurt,Zwitserland,9
Amsterdam,Volewijck,Afghanistan,68
Amsterdam,Volewijck,Albanië,5
Amsterdam,Volewijck,Algerije,22
Amsterdam,Volewijck,Angola,18
Amsterdam,Volewijck,Argentinië,12
Amsterdam,Volewijck,Australië,13
Amsterdam,Volewijck,Bangladesh,1
Amsterdam,Volewijck,België,56
Amsterdam,Volewijck,Benin,1
Amsterdam,Volewijck,Bolivia,1
Amsterdam,Volewijck,Botswana,1
Amsterdam,Volewijck,Brazilië,31
Amsterdam,Volewijck,Bulgarije,27
Amsterdam,Volewijck,Burkina Faso,1
Amsterdam,Volewijck,Burundi,9
Amsterdam,Volewijck,Canada,8
Amsterdam,Volewijck,Chili,18
Amsterdam,Volewijck,China,99
Amsterdam,Volewijck,Colombia,23
Amsterdam,Volewijck,Congo,1
Amsterdam,Volewijck,Congo (DR),5
Amsterdam,Volewijck,Cuba,4
Amsterdam,Volewijck,Cyprus,1
Amsterdam,Volewijck,Denemarken,7
Amsterdam,Volewijck,Djibouti,5
Amsterdam,Volewijck,Dominicaanse Republiek,32
Amsterdam,Volewijck,Duitsland,169
Amsterdam,Volewijck,Ecuador,9
Amsterdam,Volewijck,Egypte,200
Amsterdam,Volewijck,Eritrea,21
Amsterdam,Volewijck,Ethiopië,30
Amsterdam,Volewijck,Filippijnen,46
Amsterdam,Volewijck,Finland,15
Amsterdam,Volewijck,Frankrijk,52
Amsterdam,Volewijck,Gambia,1
Amsterdam,Volewijck,Ghana,134
Amsterdam,Volewijck,Griekenland,18
Amsterdam,Volewijck,Guinee,11
Amsterdam,Volewijck,Guyana,6
Amsterdam,Volewijck,Haïti,2
Amsterdam,Volewijck,Honduras,1
Amsterdam,Volewijck,Hongarije,14
Amsterdam,Volewijck,Hongkong,13
Amsterdam,Volewijck,Ierland,16
Amsterdam,Volewijck,IJsland,7
Amsterdam,Volewijck,India,24
Amsterdam,Volewijck,Indonesië,152
Amsterdam,Volewijck,Irak,63
Amsterdam,Volewijck,Iran,53
Amsterdam,Volewijck,Israël,23
